"Ensembl_ID" "Gene_symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000078699" "CBFA2T2" "Protein_Coding" "Normal vs Doxo-treated" 0.161614742 1
"ENSG00000078747" "ITCH" "Protein_Coding" "Normal vs Doxo-treated" -0.404093145 1
"ENSG00000078804" "TP53INP2" "Protein_Coding" "Normal vs Doxo-treated" 0.248478312 1
"ENSG00000078808" "SDF4" "Protein_Coding" "Normal vs Doxo-treated" -0.037295505 1
"ENSG00000078902" "TOLLIP" "Protein_Coding" "Normal vs Doxo-treated" 0.135777885 1
"ENSG00000079156" "OSBPL6" "Protein_Coding" "Normal vs Doxo-treated" -0.25463423 1
"ENSG00000079215" "SLC1A3" "Protein_Coding" "Normal vs Doxo-treated" 0.53124268 1
"ENSG00000079263" "SP140" "Protein_Coding" "Normal vs Doxo-treated" 0.243579497 1
"ENSG00000079277" "MKNK1" "Protein_Coding" "Normal vs Doxo-treated" -0.30455019 1
"ENSG00000079313" "REXO1" "Protein_Coding" "Normal vs Doxo-treated" 0.187174362 1
"ENSG00000079332" "SAR1A" "Protein_Coding" "Normal vs Doxo-treated" -0.111301042 1
"ENSG00000079335" "CDC14A" "Protein_Coding" "Normal vs Doxo-treated" 0.550363204 1
"ENSG00000079435" "LIPE" "Protein_Coding" "Normal vs Doxo-treated" -0.067702212 1
"ENSG00000079459" "FDFT1" "Protein_Coding" "Normal vs Doxo-treated" -0.084882763 1
"ENSG00000079462" "PAFAH1B3" "Protein_Coding" "Normal vs Doxo-treated" -0.520560082 1
"ENSG00000079805" "DNM2" "Protein_Coding" "Normal vs Doxo-treated" -0.260720681 1
"ENSG00000079841" "RIMS1" "Protein_Coding" "Normal vs Doxo-treated" 0.268268524 1
"ENSG00000079931" "MOXD1" "Protein_Coding" "Normal vs Doxo-treated" 0.030457516 1
"ENSG00000079999" "KEAP1" "Protein_Coding" "Normal vs Doxo-treated" -0.259923286 1
"ENSG00000080007" "DDX43" "Protein_Coding" "Normal vs Doxo-treated" 0.329107719 1
"ENSG00000080189" "SLC35C2" "Protein_Coding" "Normal vs Doxo-treated" -0.39506275 1
"ENSG00000080200" "CRYBG3" "Protein_Coding" "Normal vs Doxo-treated" -0.120550871 1
"ENSG00000080298" "RFX3" "Protein_Coding" "Normal vs Doxo-treated" -0.470501692 1
"ENSG00000080503" "SMARCA2" "Protein_Coding" "Normal vs Doxo-treated" -0.185560962 1
"ENSG00000080561" "MID2" "Protein_Coding" "Normal vs Doxo-treated" 0.375654536 1
"ENSG00000080573" "COL5A3" "Protein_Coding" "Normal vs Doxo-treated" 0.178141805 1
"ENSG00000080603" "SRCAP" "Protein_Coding" "Normal vs Doxo-treated" -0.56188774 1
"ENSG00000080608" "PUM3" "Protein_Coding" "Normal vs Doxo-treated" 0.019643141 1
"ENSG00000080819" "CPOX" "Protein_Coding" "Normal vs Doxo-treated" -0.253936901 1
"ENSG00000080822" "CLDND1" "Protein_Coding" "Normal vs Doxo-treated" -0.027121225 1
"ENSG00000080845" "DLGAP4" "Protein_Coding" "Normal vs Doxo-treated" -0.19974927 1
"ENSG00000080854" "IGSF9B" "Protein_Coding" "Normal vs Doxo-treated" -0.15099433 1
"ENSG00000081052" "COL4A4" "Protein_Coding" "Normal vs Doxo-treated" -0.6650266 1
"ENSG00000081154" "PCNP" "Protein_Coding" "Normal vs Doxo-treated" 0.108720053 1
"ENSG00000081307" "UBA5" "Protein_Coding" "Normal vs Doxo-treated" -0.123651184 1
"ENSG00000081320" "STK17B" "Protein_Coding" "Normal vs Doxo-treated" -0.256109539 1
"ENSG00000081721" "DUSP12" "Protein_Coding" "Normal vs Doxo-treated" 0.038852656 1
"ENSG00000081760" "AACS" "Protein_Coding" "Normal vs Doxo-treated" 0.230732541 1
"ENSG00000081818" "PCDHB4" "Protein_Coding" "Normal vs Doxo-treated" -0.485179955 1
"ENSG00000081923" "ATP8B1" "Protein_Coding" "Normal vs Doxo-treated" -0.277293498 1
"ENSG00000082014" "SMARCD3" "Protein_Coding" "Normal vs Doxo-treated" -0.156198744 1
"ENSG00000082146" "STRADB" "Protein_Coding" "Normal vs Doxo-treated" -0.232489191 1
"ENSG00000082153" "BZW1" "Protein_Coding" "Normal vs Doxo-treated" 0.098121452 1
"ENSG00000082212" "ME2" "Protein_Coding" "Normal vs Doxo-treated" 0.023540808 1
"ENSG00000082213" "C5orf22" "Protein_Coding" "Normal vs Doxo-treated" -0.011191401 1
"ENSG00000082258" "CCNT2" "Protein_Coding" "Normal vs Doxo-treated" -0.263459554 1
"ENSG00000082482" "KCNK2" "Protein_Coding" "Normal vs Doxo-treated" 0.266816071 1
"ENSG00000082497" "SERTAD4" "Protein_Coding" "Normal vs Doxo-treated" -0.010638005 1
"ENSG00000082512" "TRAF5" "Protein_Coding" "Normal vs Doxo-treated" -0.320648066 1
"ENSG00000082516" "GEMIN5" "Protein_Coding" "Normal vs Doxo-treated" -0.450950453 1
"ENSG00000082898" "XPO1" "Protein_Coding" "Normal vs Doxo-treated" -0.007310278 1
"ENSG00000083067" "TRPM3" "Protein_Coding" "Normal vs Doxo-treated" -0.06551907 1
"ENSG00000083093" "PALB2" "Protein_Coding" "Normal vs Doxo-treated" 0.036938932 1
"ENSG00000083444" "PLOD1" "Protein_Coding" "Normal vs Doxo-treated" -0.444947742 1
"ENSG00000083454" "P2RX5" "Protein_Coding" "Normal vs Doxo-treated" 0.591946545 1
"ENSG00000083520" "DIS3" "Protein_Coding" "Normal vs Doxo-treated" 0.233459138 1
"ENSG00000083544" "TDRD3" "Protein_Coding" "Normal vs Doxo-treated" -0.402865437 1
"ENSG00000083622" "ENSG00000083622" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000083635" "NUFIP1" "Protein_Coding" "Normal vs Doxo-treated" -0.14324334 1
"ENSG00000083750" "RRAGB" "Protein_Coding" "Normal vs Doxo-treated" -0.472468222 1
"ENSG00000083817" "ZNF416" "Protein_Coding" "Normal vs Doxo-treated" -0.121877232 1
"ENSG00000083828" "ZNF586" "Protein_Coding" "Normal vs Doxo-treated" 0.344380584 1
"ENSG00000083844" "ZNF264" "Protein_Coding" "Normal vs Doxo-treated" -0.07361881 1
"ENSG00000083857" "FAT1" "Protein_Coding" "Normal vs Doxo-treated" 0.391605969 1
"ENSG00000083896" "YTHDC1" "Protein_Coding" "Normal vs Doxo-treated" 0.18642173 1
"ENSG00000083937" "CHMP2B" "Protein_Coding" "Normal vs Doxo-treated" 0.202836784 1
"ENSG00000084072" "PPIE" "Protein_Coding" "Normal vs Doxo-treated" 0.053215953 1
"ENSG00000084073" "ZMPSTE24" "Protein_Coding" "Normal vs Doxo-treated" -0.04726487 1
"ENSG00000084092" "NOA1" "Protein_Coding" "Normal vs Doxo-treated" -0.330634652 1
"ENSG00000084093" "REST" "Protein_Coding" "Normal vs Doxo-treated" -0.146286076 1
"ENSG00000084112" "SSH1" "Protein_Coding" "Normal vs Doxo-treated" -0.09811912 1
"ENSG00000084234" "APLP2" "Protein_Coding" "Normal vs Doxo-treated" 0.118130807 1
"ENSG00000084623" "EIF3I" "Protein_Coding" "Normal vs Doxo-treated" -0.172218454 1
"ENSG00000084652" "TXLNA" "Protein_Coding" "Normal vs Doxo-treated" 0.254913896 1
"ENSG00000084674" "APOB" "Protein_Coding" "Normal vs Doxo-treated" -0.487682074 1
"ENSG00000084710" "EFR3B" "Protein_Coding" "Normal vs Doxo-treated" 0.265875807 1
"ENSG00000084754" "HADHA" "Protein_Coding" "Normal vs Doxo-treated" -0.378784103 1
"ENSG00000084764" "MAPRE3" "Protein_Coding" "Normal vs Doxo-treated" 0.001416359 1
"ENSG00000085063" "CD59" "Protein_Coding" "Normal vs Doxo-treated" -0.11402657 1
"ENSG00000085231" "AK6" "Protein_Coding" "Normal vs Doxo-treated" -0.04878066 1
"ENSG00000085274" "MYNN" "Protein_Coding" "Normal vs Doxo-treated" -0.403660108 1
"ENSG00000085382" "HACE1" "Protein_Coding" "Normal vs Doxo-treated" -0.375300156 1
"ENSG00000085415" "SEH1L" "Protein_Coding" "Normal vs Doxo-treated" 0.099989137 1
"ENSG00000085449" "WDFY1" "Protein_Coding" "Normal vs Doxo-treated" -0.020675927 1
"ENSG00000085514" "PILRA" "Protein_Coding" "Normal vs Doxo-treated" 0.709722759 1
"ENSG00000085644" "ZNF213" "Protein_Coding" "Normal vs Doxo-treated" 0.083332161 1
"ENSG00000085721" "RRN3" "Protein_Coding" "Normal vs Doxo-treated" 0.343473821 1
"ENSG00000085733" "CTTN" "Protein_Coding" "Normal vs Doxo-treated" 0.050988703 1
"ENSG00000085760" "MTIF2" "Protein_Coding" "Normal vs Doxo-treated" -0.349650459 1
"ENSG00000085840" "ORC1" "Protein_Coding" "Normal vs Doxo-treated" -0.458625567 1
"ENSG00000085871" "MGST2" "Protein_Coding" "Normal vs Doxo-treated" 0.19467607 1
"ENSG00000085872" "CHERP" "Protein_Coding" "Normal vs Doxo-treated" -0.221944073 1
"ENSG00000085978" "ATG16L1" "Protein_Coding" "Normal vs Doxo-treated" -0.069393424 1
"ENSG00000085982" "USP40" "Protein_Coding" "Normal vs Doxo-treated" -0.305167603 1
"ENSG00000085998" "POMGNT1" "Protein_Coding" "Normal vs Doxo-treated" -0.137641435 1
"ENSG00000086015" "MAST2" "Protein_Coding" "Normal vs Doxo-treated" -0.176991335 1
"ENSG00000086061" "DNAJA1" "Protein_Coding" "Normal vs Doxo-treated" 0.37624275 1
"ENSG00000086062" "B4GALT1" "Protein_Coding" "Normal vs Doxo-treated" 0.13988852 1
"ENSG00000086065" "CHMP5" "Protein_Coding" "Normal vs Doxo-treated" -0.003721976 1
"ENSG00000086159" "AQP6" "Protein_Coding" "Normal vs Doxo-treated" -0.125658822 1
"ENSG00000086189" "DIMT1" "Protein_Coding" "Normal vs Doxo-treated" 0.052330694 1
"ENSG00000086289" "EPDR1" "Protein_Coding" "Normal vs Doxo-treated" 0.291519553 1
"ENSG00000086598" "TMED2" "Protein_Coding" "Normal vs Doxo-treated" -0.254705514 1
"ENSG00000086666" "ZFAND6" "Protein_Coding" "Normal vs Doxo-treated" -0.121420437 1
"ENSG00000086712" "TXLNG" "Protein_Coding" "Normal vs Doxo-treated" 0.092789966 1
"ENSG00000086848" "ALG9" "Protein_Coding" "Normal vs Doxo-treated" -0.460895299 1
"ENSG00000086991" "NOX4" "Protein_Coding" "Normal vs Doxo-treated" 0.542469181 1
"ENSG00000087076" "HSD17B14" "Protein_Coding" "Normal vs Doxo-treated" 0.208885256 1
"ENSG00000087087" "SRRT" "Protein_Coding" "Normal vs Doxo-treated" -0.35120912 1
"ENSG00000087088" "BAX" "Protein_Coding" "Normal vs Doxo-treated" 0.149672071 1
"ENSG00000087095" "NLK" "Protein_Coding" "Normal vs Doxo-treated" -0.075672694 1
"ENSG00000087157" "PGS1" "Protein_Coding" "Normal vs Doxo-treated" 0.133919347 1
"ENSG00000087191" "PSMC5" "Protein_Coding" "Normal vs Doxo-treated" -0.208999418 1
"ENSG00000087206" "UIMC1" "Protein_Coding" "Normal vs Doxo-treated" -0.223133398 1
"ENSG00000087245" "MMP2" "Protein_Coding" "Normal vs Doxo-treated" -0.413931511 1
"ENSG00000087250" "MT3" "Protein_Coding" "Normal vs Doxo-treated" -0.333670178 1
"ENSG00000087253" "LPCAT2" "Protein_Coding" "Normal vs Doxo-treated" -0.398046459 1
"ENSG00000087266" "SH3BP2" "Protein_Coding" "Normal vs Doxo-treated" 0.014808551 1
"ENSG00000087301" "TXNDC16" "Protein_Coding" "Normal vs Doxo-treated" 0.115202662 1
"ENSG00000087365" "SF3B2" "Protein_Coding" "Normal vs Doxo-treated" -0.177952746 1
"ENSG00000087460" "GNAS" "Protein_Coding" "Normal vs Doxo-treated" 0.426299419 1
"ENSG00000087884" "AAMDC" "Protein_Coding" "Normal vs Doxo-treated" -0.155748935 1
"ENSG00000087903" "RFX2" "Protein_Coding" "Normal vs Doxo-treated" -0.091300903 1
"ENSG00000087995" "METTL2A" "Protein_Coding" "Normal vs Doxo-treated" -0.475905923 1
"ENSG00000088002" "SULT2B1" "Protein_Coding" "Normal vs Doxo-treated" 0.384293278 1
"ENSG00000088035" "ALG6" "Protein_Coding" "Normal vs Doxo-treated" -0.347909926 1
"ENSG00000088038" "CNOT3" "Protein_Coding" "Normal vs Doxo-treated" -0.248307587 1
"ENSG00000088053" "GP6" "Protein_Coding" "Normal vs Doxo-treated" -0.987590122 1
"ENSG00000088205" "DDX18" "Protein_Coding" "Normal vs Doxo-treated" -0.234984005 1
"ENSG00000088247" "KHSRP" "Protein_Coding" "Normal vs Doxo-treated" -0.058754279 1
"ENSG00000088305" "DNMT3B" "Protein_Coding" "Normal vs Doxo-treated" -0.47854241 1
"ENSG00000088325" "TPX2" "Protein_Coding" "Normal vs Doxo-treated" -0.37353755 1
"ENSG00000088356" "PDRG1" "Protein_Coding" "Normal vs Doxo-treated" 0.097018544 1
"ENSG00000088448" "ANKRD10" "Protein_Coding" "Normal vs Doxo-treated" 0.241750774 1
"ENSG00000088451" "TGDS" "Protein_Coding" "Normal vs Doxo-treated" 0.456186883 1
"ENSG00000088538" "DOCK3" "Protein_Coding" "Normal vs Doxo-treated" -0.190146932 1
"ENSG00000088682" "COQ9" "Protein_Coding" "Normal vs Doxo-treated" 0.379687375 1
"ENSG00000088726" "TMEM40" "Protein_Coding" "Normal vs Doxo-treated" 0.534650013 1
"ENSG00000088727" "KIF9" "Protein_Coding" "Normal vs Doxo-treated" 0.16649195 1
"ENSG00000088756" "ARHGAP28" "Protein_Coding" "Normal vs Doxo-treated" 0.75333851 1
"ENSG00000088766" "CRLS1" "Protein_Coding" "Normal vs Doxo-treated" -0.58707638 1
"ENSG00000088782" "DEFB127" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000088808" "PPP1R13B" "Protein_Coding" "Normal vs Doxo-treated" -0.520465705 1
"ENSG00000088826" "SMOX" "Protein_Coding" "Normal vs Doxo-treated" -0.192596435 1
"ENSG00000088876" "ZNF343" "Protein_Coding" "Normal vs Doxo-treated" 0.460296758 1
"ENSG00000088881" "EBF4" "Protein_Coding" "Normal vs Doxo-treated" 0.447645298 1
"ENSG00000088986" "DYNLL1" "Protein_Coding" "Normal vs Doxo-treated" -0.170946791 1
"ENSG00000089006" "SNX5" "Protein_Coding" "Normal vs Doxo-treated" 0.078164395 1
"ENSG00000089009" "RPL6" "Protein_Coding" "Normal vs Doxo-treated" -0.376786854 1
"ENSG00000089022" "MAPKAPK5" "Protein_Coding" "Normal vs Doxo-treated" -0.325029562 1
"ENSG00000089048" "ESF1" "Protein_Coding" "Normal vs Doxo-treated" -0.266006275 1
"ENSG00000089060" "SLC8B1" "Protein_Coding" "Normal vs Doxo-treated" 0.097912704 1
"ENSG00000089127" "OAS1" "Protein_Coding" "Normal vs Doxo-treated" 0.467073843 1
"ENSG00000089154" "GCN1" "Protein_Coding" "Normal vs Doxo-treated" -0.160434102 1
"ENSG00000089157" "RPLP0" "Protein_Coding" "Normal vs Doxo-treated" -0.481539676 1
"ENSG00000089159" "PXN" "Protein_Coding" "Normal vs Doxo-treated" -0.479025319 1
"ENSG00000089195" "TRMT6" "Protein_Coding" "Normal vs Doxo-treated" 0.074891182 1
"ENSG00000089199" "CHGB" "Protein_Coding" "Normal vs Doxo-treated" -0.379527188 1
"ENSG00000089225" "TBX5" "Protein_Coding" "Normal vs Doxo-treated" -0.87567237 1
"ENSG00000089234" "BRAP" "Protein_Coding" "Normal vs Doxo-treated" 0.204686659 1
"ENSG00000089280" "FUS" "Protein_Coding" "Normal vs Doxo-treated" 0.134199666 1
"ENSG00000089327" "FXYD5" "Protein_Coding" "Normal vs Doxo-treated" -0.095188885 1
"ENSG00000089335" "ZNF302" "Protein_Coding" "Normal vs Doxo-treated" -0.00184727 1
"ENSG00000089505" "CMTM1" "Protein_Coding" "Normal vs Doxo-treated" -0.409474365 1
"ENSG00000089558" "KCNH4" "Protein_Coding" "Normal vs Doxo-treated" 0.384288961 1
"ENSG00000089597" "GANAB" "Protein_Coding" "Normal vs Doxo-treated" -0.170732058 1
"ENSG00000089682" "RBM41" "Protein_Coding" "Normal vs Doxo-treated" -0.342377933 1
"ENSG00000089692" "LAG3" "Protein_Coding" "Normal vs Doxo-treated" 0.308230654 1
"ENSG00000089723" "OTUB2" "Protein_Coding" "Normal vs Doxo-treated" 0.231949874 1
"ENSG00000089775" "ZBTB25" "Protein_Coding" "Normal vs Doxo-treated" 0.14115789 1
"ENSG00000089847" "ANKRD24" "Protein_Coding" "Normal vs Doxo-treated" 0.225062285 1
"ENSG00000089902" "RCOR1" "Protein_Coding" "Normal vs Doxo-treated" -0.05469897 1
"ENSG00000089916" "GPATCH2L" "Protein_Coding" "Normal vs Doxo-treated" 0.073760698 1
"ENSG00000090006" "LTBP4" "Protein_Coding" "Normal vs Doxo-treated" -0.152419533 1
"ENSG00000090054" "SPTLC1" "Protein_Coding" "Normal vs Doxo-treated" 0.11271516 1
"ENSG00000090060" "PAPOLA" "Protein_Coding" "Normal vs Doxo-treated" -0.218164879 1
"ENSG00000090263" "MRPS33" "Protein_Coding" "Normal vs Doxo-treated" -0.225040988 1
"ENSG00000090266" "NDUFB2" "Protein_Coding" "Normal vs Doxo-treated" 0.248859193 1
"ENSG00000090273" "NUDC" "Protein_Coding" "Normal vs Doxo-treated" -0.136688186 1
"ENSG00000090316" "MAEA" "Protein_Coding" "Normal vs Doxo-treated" -0.215433411 1
"ENSG00000090372" "STRN4" "Protein_Coding" "Normal vs Doxo-treated" -0.14812828 1
"ENSG00000090432" "MUL1" "Protein_Coding" "Normal vs Doxo-treated" 0.112086575 1
"ENSG00000090447" "TFAP4" "Protein_Coding" "Normal vs Doxo-treated" -0.597649781 1
"ENSG00000090520" "DNAJB11" "Protein_Coding" "Normal vs Doxo-treated" 0.065554264 1
"ENSG00000090530" "P3H2" "Protein_Coding" "Normal vs Doxo-treated" 0.542675293 1
"ENSG00000090581" "GNPTG" "Protein_Coding" "Normal vs Doxo-treated" -0.027675693 1
"ENSG00000090612" "ZNF268" "Protein_Coding" "Normal vs Doxo-treated" -0.004236932 1
"ENSG00000090615" "GOLGA3" "Protein_Coding" "Normal vs Doxo-treated" -0.205175707 1
"ENSG00000090857" "PDPR" "Protein_Coding" "Normal vs Doxo-treated" -0.379090392 1
"ENSG00000090861" "AARS1" "Protein_Coding" "Normal vs Doxo-treated" -0.322934418 1
"ENSG00000090989" "EXOC1" "Protein_Coding" "Normal vs Doxo-treated" -0.171790755 1
"ENSG00000091010" "POU4F3" "Protein_Coding" "Normal vs Doxo-treated" 0.030401406 1
"ENSG00000091128" "LAMB4" "Protein_Coding" "Normal vs Doxo-treated" 0.201859914 1
"ENSG00000091137" "SLC26A4" "Protein_Coding" "Normal vs Doxo-treated" -0.296139265 1
"ENSG00000091164" "TXNL1" "Protein_Coding" "Normal vs Doxo-treated" -0.097809278 1
"ENSG00000091428" "RAPGEF4" "Protein_Coding" "Normal vs Doxo-treated" 0.128147797 1
"ENSG00000091482" "SMPX" "Protein_Coding" "Normal vs Doxo-treated" 0.784156626 1
"ENSG00000091483" "FH" "Protein_Coding" "Normal vs Doxo-treated" -0.060451014 1
"ENSG00000091490" "SEL1L3" "Protein_Coding" "Normal vs Doxo-treated" -0.225428393 1
"ENSG00000091527" "CDV3" "Protein_Coding" "Normal vs Doxo-treated" 0.159361172 1
"ENSG00000091592" "NLRP1" "Protein_Coding" "Normal vs Doxo-treated" 0.399915667 1
"ENSG00000091622" "PITPNM3" "Protein_Coding" "Normal vs Doxo-treated" -0.198581551 1
"ENSG00000091640" "SPAG7" "Protein_Coding" "Normal vs Doxo-treated" -0.320933915 1
"ENSG00000091732" "ZC3HC1" "Protein_Coding" "Normal vs Doxo-treated" 0.115693633 1
"ENSG00000091844" "RGS17" "Protein_Coding" "Normal vs Doxo-treated" -0.122683076 1
"ENSG00000091879" "ANGPT2" "Protein_Coding" "Normal vs Doxo-treated" -0.657756476 1
"ENSG00000091947" "TMEM101" "Protein_Coding" "Normal vs Doxo-treated" -0.379169339 1
"ENSG00000091986" "CCDC80" "Protein_Coding" "Normal vs Doxo-treated" 0.124591911 1
"ENSG00000092020" "PPP2R3C" "Protein_Coding" "Normal vs Doxo-treated" 0.123878999 1
"ENSG00000092098" "RNF31" "Protein_Coding" "Normal vs Doxo-treated" -0.173233597 1
"ENSG00000092199" "HNRNPC" "Protein_Coding" "Normal vs Doxo-treated" 0.149593954 1
"ENSG00000092201" "SUPT16H" "Protein_Coding" "Normal vs Doxo-treated" -0.162406733 1
"ENSG00000092203" "TOX4" "Protein_Coding" "Normal vs Doxo-treated" 0.064268877 1
"ENSG00000092377" "TBL1Y" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000092421" "SEMA6A" "Protein_Coding" "Normal vs Doxo-treated" 0.599690511 1
"ENSG00000092439" "TRPM7" "Protein_Coding" "Normal vs Doxo-treated" -0.28774085 1
"ENSG00000092445" "TYRO3" "Protein_Coding" "Normal vs Doxo-treated" 0.244408019 1
"ENSG00000092820" "EZR" "Protein_Coding" "Normal vs Doxo-treated" 0.174767901 1
"ENSG00000092841" "MYL6" "Protein_Coding" "Normal vs Doxo-treated" -0.367406329 1
"ENSG00000092853" "CLSPN" "Protein_Coding" "Normal vs Doxo-treated" -0.117219295 1
"ENSG00000092929" "UNC13D" "Protein_Coding" "Normal vs Doxo-treated" 0.140920693 1
"ENSG00000092931" "MFSD11" "Protein_Coding" "Normal vs Doxo-treated" -0.081239488 1
"ENSG00000092969" "TGFB2" "Protein_Coding" "Normal vs Doxo-treated" -0.007087401 1
"ENSG00000092978" "GPATCH2" "Protein_Coding" "Normal vs Doxo-treated" 0.484615647 1
"ENSG00000093000" "NUP50" "Protein_Coding" "Normal vs Doxo-treated" 0.067226572 1
"ENSG00000093009" "CDC45" "Protein_Coding" "Normal vs Doxo-treated" -0.100757421 1
"ENSG00000093010" "COMT" "Protein_Coding" "Normal vs Doxo-treated" -0.159128107 1
"ENSG00000093167" "LRRFIP2" "Protein_Coding" "Normal vs Doxo-treated" 0.116138516 1
"ENSG00000094631" "HDAC6" "Protein_Coding" "Normal vs Doxo-treated" -0.109017326 1
"ENSG00000094796" "KRT31" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000094804" "CDC6" "Protein_Coding" "Normal vs Doxo-treated" -0.312449536 1
"ENSG00000094975" "SUCO" "Protein_Coding" "Normal vs Doxo-treated" -0.24829137 1
"ENSG00000095015" "MAP3K1" "Protein_Coding" "Normal vs Doxo-treated" -0.112892998 1
"ENSG00000095059" "DHPS" "Protein_Coding" "Normal vs Doxo-treated" -0.220053269 1
"ENSG00000095066" "HOOK2" "Protein_Coding" "Normal vs Doxo-treated" -0.421206621 1
"ENSG00000095139" "ARCN1" "Protein_Coding" "Normal vs Doxo-treated" 0.103260313 1
"ENSG00000095209" "TMEM38B" "Protein_Coding" "Normal vs Doxo-treated" -0.307832515 1
"ENSG00000095261" "PSMD5" "Protein_Coding" "Normal vs Doxo-treated" 0.131332882 1
"ENSG00000095380" "NANS" "Protein_Coding" "Normal vs Doxo-treated" -0.071958214 1
"ENSG00000095485" "CWF19L1" "Protein_Coding" "Normal vs Doxo-treated" -0.157628239 1
"ENSG00000095574" "IKZF5" "Protein_Coding" "Normal vs Doxo-treated" 0.087444784 1
"ENSG00000095596" "CYP26A1" "Protein_Coding" "Normal vs Doxo-treated" -0.147066263 1
"ENSG00000095637" "SORBS1" "Protein_Coding" "Normal vs Doxo-treated" 0.308400039 1
"ENSG00000095906" "NUBP2" "Protein_Coding" "Normal vs Doxo-treated" -0.13257175 1
"ENSG00000095932" "SMIM24" "Protein_Coding" "Normal vs Doxo-treated" 0.706955602 1
"ENSG00000095951" "HIVEP1" "Protein_Coding" "Normal vs Doxo-treated" -0.048545283 1
"ENSG00000095981" "KCNK16" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000096006" "CRISP3" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000096063" "SRPK1" "Protein_Coding" "Normal vs Doxo-treated" -0.008396456 1
"ENSG00000096070" "BRPF3" "Protein_Coding" "Normal vs Doxo-treated" 0.088843304 1
"ENSG00000096080" "MRPS18A" "Protein_Coding" "Normal vs Doxo-treated" -0.109014222 1
"ENSG00000096264" "NCR2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000096384" "HSP90AB1" "Protein_Coding" "Normal vs Doxo-treated" -0.252923769 1
"ENSG00000096401" "CDC5L" "Protein_Coding" "Normal vs Doxo-treated" -0.32465507 1
"ENSG00000096433" "ITPR3" "Protein_Coding" "Normal vs Doxo-treated" 0.219020385 1
"ENSG00000096717" "SIRT1" "Protein_Coding" "Normal vs Doxo-treated" 0.221119073 1
"ENSG00000096746" "HNRNPH3" "Protein_Coding" "Normal vs Doxo-treated" -0.074453067 1
"ENSG00000097046" "CDC7" "Protein_Coding" "Normal vs Doxo-treated" -0.098424703 1
"ENSG00000099203" "TMED1" "Protein_Coding" "Normal vs Doxo-treated" -0.321011422 1
"ENSG00000099204" "ABLIM1" "Protein_Coding" "Normal vs Doxo-treated" -0.111916949 1
"ENSG00000099246" "RAB18" "Protein_Coding" "Normal vs Doxo-treated" 0.123752096 1
"ENSG00000099256" "PRTFDC1" "Protein_Coding" "Normal vs Doxo-treated" 0.284834826 1
"ENSG00000099290" "WASHC2A" "Protein_Coding" "Normal vs Doxo-treated" -0.192804702 1
"ENSG00000099308" "MAST3" "Protein_Coding" "Normal vs Doxo-treated" -0.428424432 1
"ENSG00000099331" "MYO9B" "Protein_Coding" "Normal vs Doxo-treated" -0.348153129 1
"ENSG00000099337" "KCNK6" "Protein_Coding" "Normal vs Doxo-treated" 0.120367899 1
"ENSG00000099341" "PSMD8" "Protein_Coding" "Normal vs Doxo-treated" 0.391121564 1
"ENSG00000099364" "FBXL19" "Protein_Coding" "Normal vs Doxo-treated" -0.32476664 1
"ENSG00000099365" "STX1B" "Protein_Coding" "Normal vs Doxo-treated" 0.227180148 1
"ENSG00000099381" "SETD1A" "Protein_Coding" "Normal vs Doxo-treated" -0.204065087 1
"ENSG00000099385" "BCL7C" "Protein_Coding" "Normal vs Doxo-treated" -0.389725759 1
"ENSG00000099399" "MAGEB2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000099617" "EFNA2" "Protein_Coding" "Normal vs Doxo-treated" -0.723004332 1
"ENSG00000099625" "CBARP" "Protein_Coding" "Normal vs Doxo-treated" 0.494692616 1
"ENSG00000099721" "AMELY" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000099783" "HNRNPM" "Protein_Coding" "Normal vs Doxo-treated" -0.349107716 1
"ENSG00000099785" "MARCHF2" "Protein_Coding" "Normal vs Doxo-treated" 0.163184391 1
"ENSG00000099804" "CDC34" "Protein_Coding" "Normal vs Doxo-treated" 0.238914621 1
"ENSG00000099810" "MTAP" "Protein_Coding" "Normal vs Doxo-treated" 0.007856643 1
"ENSG00000099812" "MISP" "Protein_Coding" "Normal vs Doxo-treated" 0.797048876 1
"ENSG00000099817" "POLR2E" "Protein_Coding" "Normal vs Doxo-treated" -0.285260601 1
"ENSG00000099840" "IZUMO4" "Protein_Coding" "Normal vs Doxo-treated" 0.359263078 1
"ENSG00000099849" "RASSF7" "Protein_Coding" "Normal vs Doxo-treated" -0.418829492 1
"ENSG00000099866" "MADCAM1" "Protein_Coding" "Normal vs Doxo-treated" -0.272792571 1
"ENSG00000099869" "IGF2-AS" "lncRNA" "Normal vs Doxo-treated" -0.603846328 1
"ENSG00000099875" "MKNK2" "Protein_Coding" "Normal vs Doxo-treated" -0.297466436 1
